Message,upFeatureList,Spam_Ham
Just sent it. So what type of food do you like?,141 255 33 223,0
All done? All handed in? Celebrations in full swing yet?,38698733,0
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0 284 258 235 157 443 18 383 16,0
"K, I might come by tonight then if my class lets out early",126 72 1 53 0,0
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,2041 614 100 192 1576 513 0 321 935,0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33 54 7 0 25 1 32 0 0 0 6 35 59 0 24 9 7 63,0
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",123 0 8 60 59 13 46 32 80 10 0 66 0 124 105 0,0
Hey you told your name to gautham ah?,55 63 16 37,0
Haf u found him? I feel so stupid da v cam was working.,256 96 4 291,0
I accidentally deleted the message. Resend please.,505 33 4 392,0
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,448 0 383 3 438 45 254 511 255 78 480 32 0,1
Unless it's a situation where YOU GO GURL would be more appropriate,1962 130 100 460,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0 32207 0 0 0 31 4095,0
I cant pick the phone right now. Pls send a message,115 0 0 50 34,0
Need a coffee run tomo?Can't believe it's that time of week already,36 0 15 16 42 27 63 36,0
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",167 92 243 176 255 0 8 255,0
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",59 22 0 0 55 4 26 55 52 0 24 46 49 31 0 8 0 37,0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,92 0 0 52 11 16 2 0,0
He is a womdarfull actor,120 0,0
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0 4 0 0 48 63 25 50 24 32 6 25 12 8 0 17 42,1
Yup... From what i remb... I think should be can book... ,896 0 0,0
Jos ask if u wana meet up?,32 0,0
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,123 29 1 1 0 17 33,0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",123 29 1 1 0 17 33,1
Where are the garage keys? They aren't on the bookshelf,256 0 192 284,0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,591 0 12 33 38 205 16 129 855 220 600 106,0
"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",14375 1792 1 927 2020 8379 0,1
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0 58326 16384 512 0,0
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",2064 144 2133 8 3807 4095 4095 737,0
You made my day. Do have a great day too.,128 16 75,0
K.k:)advance happy pongal.,3536,0
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0 1 392 0 270 226 3 384 104,0
"Not really dude, have no friends i'm afraid :(",4503 2048,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,2049 3631 0 3120 3453 990 4 1544 3839 0,1
"Merry Christmas to you too babe, i love ya *kisses*",51 18 0 2 1 21,0
Hey... Why dont we just go watch x men and have lunch... Haha ,0 0 0 0,0
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,87 0 1 0 63 0 0 16 0 112,0
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,471 13 1 0 202 24 2 0 243 0 0 32,0
No problem. How are you doing?,71 53 0,0
No calls..messages..missed calls,0,0
Hi da:)how is the todays class?,8 0,0
"I'd say that's a good sign but, well, you know my track record at reading women",121 92 0 68 0 32 55 119,0
"Cool, text me when you're parked",37 0 45,0
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,13229 3173 12223 3072,0
K.k:)apo k.good movie.,0 128,0
Maybe i could get book out tomo then return it immediately ..? Or something.,57335 33512 135,0
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,544 8 833 768 1 963 256 916 97,1
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,128 0 0 248 0 64 0 184 192 19 0 133 0 233 172 177 0 196 16 152 40,0
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,32 0 1 34 0 1 0 33 0 26 8 6 1 0 0 1 38 0 0,1
"Ta-Daaaaa! I am home babe, are you still up ?",32 0 1 34 0 1 0 33 0 26 8 6 1 0 0 1 38 0 0,0
Cool. So how come you havent been wined and dined before?,38 0 5 8 4 2,0
Just sleeping..and surfing,143 0,0
"Sorry, I'll call later",103 0,0
U calling me right? Call my hand phone...,226 7 8,0
Ok that's great thanx a lot.,37 4 63,0
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,40 24 0 14 3 0 0 0 0 8 48 9 33 32 35 5 48,0
Where u been hiding stranger?,256 497,0
Am not interested to do like that.,34 0 0 21,0
My sister cleared two round in birla soft yesterday.,149 32 2 105,0
Gudnite....tc...practice going on,0,0
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,8248 4278 8232 13055,0
One small prestige problem now.,63 0 55,0
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,32 0 61 4 9 48 0 0 57 0 19 40 17,1
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,256 1 320 2 12 0,0
"Nah can't help you there, I've never had an iphone",53 24 1 48 0,0
If you're not in my car in an hour and a half I'm going apeshit,447 511 511 16,0
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0 51 24 63 59 47 47 29 32 0 0 24 0 49 47 63 1,0
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,136 0 0 158 0 194 78 116 4 238 24,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0 0 0 4,0
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",30367 6155 2573 14509 11203 0 256 27367 0 16639,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,499 229 24 256 224 511 227 394 60 64 100 188,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,733 0 0 256 639 30 1 895 605 967 905,1
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",440 496 413 438 4 388 135 100 372 6 437 271 0,0
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",408 4 260 0 367 390,0
Ha ha cool cool chikku chikku:-):-DB-),996 264 115,0
Check audrey's status right now,0,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,131584 227039 261471,0
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",156672 117805 131072 96 0 114960,0
Well i know Z will take care of me. So no worries.,1046527,0
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",601 675 0 459 33 1000 511 128 334 379 0 772,1
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,32 0 47 0 56 61 1 55 2 15 59 0 8 62 11 4,1
Wat uniform? In where get?,63 0 0,0
"Cool, text me when you're ready",4352,0
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",97 7 68 6 127 87 16 63 87 7 58 114,0
I will spoil you in bed as well :),5153,0
I'm going for bath will msg you next  &lt;#&gt;  min..,49200 2195,0
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,59 0 50 14 51 58 30 0 43 58 18 63 55 62 40 63 16 50,0
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",320 32 140 15 261 15 6 242 0 0 487 93 0,1
Can you say what happen,121 0,0
You could have seen me..i did't recognise you Face.:),894 733 128 3,0
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,1028 1527 1451 2031 430 1537 0 1840,0
Keep my payasam there if rinu brings,56 44 0 0,0
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,92 0 6 62 127 0 96 0 0 13 64 0 127 2,0
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",1690 631 2001 0 2047 321 400 0 989 2045 195 0 0 1471 1249 1758 1405 768 0 264,0
"Yeah sure, give me a couple minutes to track down my wallet",1023 32 0 1017,0
Hey leave it. not a big deal:-) take care.,0,0
Hey i will be late ah... Meet you at 945+,512 0,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",75937 66496 4288 0 196 28159 0,1
Customer place i will call you.,1027 48,0
Mm that time you dont like fun,32 61 0,0
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,446 0 435 256 65 0 46 0 507 7 384 121 64,1
Yup having my lunch buffet now.. U eat already?,0 0 351,0
Huh so late... Fr dinner?,331 448,0
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,49 0 0 51 33 0 8 0 0,0
Morning only i can ok.,128 1,0
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,1025 1727 0 1 77 6 514,0
Pick you up bout 7.30ish? What time are  and that going?,3932 3892 0,0
From here after The performance award is calculated every two month.not for current one month period..,1024 512 0 1786 12 845 2027,0
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,64 110 0 0 22 6 85 48 6 0 37,0
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",32 42 0 10 32 6 3 0 4 0 0 42 0 0 2 0 24 0 10 12 0 0 7 19 1,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",256 0 352 80 452 387 382 128 511 0 12 0 511 248 1 260 147,0
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,39 0 8 42 0 0 0 0 5 32 16 53 32 9,0
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",0 4 0 0 0 4 59 56 0 25 0 0 44 4 1 0 0 32,1
Dear how is chechi. Did you talk to her,320 24 33,0
The hair cream has not been shipped.,130032,0
None of that's happening til you get here though,64 92 64 0 0,0
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",445 381 209 389 0 149,0
"Haha get used to driving to usf man, I know a lot of stoners",32 0 0 2 49 4,0
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,35072 60289 17961 36961 13299 64 42046 4096,0
Hello! Good week? Fancy a drink or something later?,101742 92182,0
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,4227073 65584 1061632 1576960 890183,0
Come by our room at some point so we can iron out the plan for this weekend,9963592 12576765,0
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",621600 260945 685085,0
100 dating service cal;l 09064012103 box334sk38ch,31779 0,1
Whatsup there. Dont u want to sleep,0,0
FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,245761 221760 14 32,1
"Alright, I'll head out in a few minutes, text me where to meet you",8504840 4541254,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,28476840 0 23334751 8256,1
